Name|Sp|Vmag|B-V|Mv|_RA.icrs|_DE.icrs
Gl 250  |K3 V        |  6.59| 1.05| 6.78|06 52 18.1|-05 10 24
Gl 250  |M2          | 10.09| 1.50|10.28|06 52 18.1|-05 11 23
Wo 9219 |G5 IV       |  6.03| 0.72| 4.12|06 53 33.5|-28 32 22
Gl 251  |dM4         | 10.01| 1.57|11.21|06 54 48.4|+33 16 08
Wo 9220 |A9 V p      |  4.74| 0.31| 2.70|06 54 38.2|+13 10 42
Wo 9220 |G6 V        |  7.68| 0.72| 5.64|06 54 38.2|+13 10 42
Gl 251.1|dM1.5       | 10.55| 1.24| 7.86|06 54 57.6|+12 09 34
Gl 252  |G0 V        |  5.74| 0.57| 4.59|06 55 18.5|+25 22 32
NN 3414 |k-m         | 11.80|     |10.60|06 56 23.1|+54 58 25
NN 3415 |K5 V        |  9.12| 1.12| 7.02|06 56 28.0|+40 04 29
NN 3416 |M1          | 11.10| 1.43| 9.00|06 56 28.0|+40 04 29
NN 3417 |m           | 13.65|     |14.20|06 57 56.9|+62 19 21
Gl 253  |G7 V        |  8.17| 0.78| 7.38|06 54 51.1|-55 15 34
Gl 254  |K7          |  9.72| 1.36| 8.46|06 57 04.7|+30 45 25
Wo 9222 |F8 V +A/F   |  7.65| 0.53| 4.16|06 53 16.5|-74 43 32
NN 3418 |G5          |  8.28|     | 6.69|06 58 12.2|+14 13 12
Gl 255  |F8 IV-V     |  6.91| 0.46| 6.09|06 57 17.4|-35 30 27
Gl 255  |F8 IV-V     |  7.10|     | 6.30|06 57 17.4|-35 30 27
Gl 256  |K4 V        |  9.15| 1.16| 7.51|06 58 26.1|-12 59 30
Gl 257  |M3          | 11.50| 1.66|11.80|06 57 46.4|-44 17 30
Gl 257  |M3          | 11.70|     |12.00|06 57 46.4|-44 17 30
GJ 1093 |m           | 14.83| 1.93|15.38|06 59 28.4|+19 20 52
NN 3419 |m           | 13.50|     |12.00|06 59 15.0|-10 16 00
NN 3420 |DC9         | 16.57| 0.96|15.22|07 00 51.4|+31 57 44
Gl 257.1|K3 V        |  8.00| 0.99| 6.66|07 01 38.3|+48 22 45
Gl 258  |M3.5        | 11.96| 1.53|10.70|07 04 25.8|+68 17 17
Gl 259  |K0 Ve       |  6.71| 0.89| 6.06|07 01 14.2|-25 56 54
Gl 260  |K0 IV-V     |  6.82| 0.80| 5.82|06 59 59.6|-61 20 12
Gl 261  |DA          | 15.27| 0.88|14.80|07 01 53.2|-06 27 13
NN 3421 |M4.5        | 13.30| 1.84|13.49|07 03 56.3|+52 42 17
NN 3422 |K3 III      |  5.17| 1.40| 3.20|06 59 50.6|-67 55 01
NN 3423 |m           | 13.17|     |12.55|07 03 23.0|+34 41 53
GJ 1094 |K5 V        |  8.38| 1.08| 7.39|07 02 42.4|-06 47 58
Gl 262  |G4 V        |  5.94| 0.60| 4.64|07 03 30.6|+29 20 15
NN 3424 |M1          | 11.62| 1.48| 9.63|07 04 49.1|+24 59 49
Gl 263  |M3.5        | 11.29| 1.52|10.23|07 04 17.5|-10 30 30
Gl 264  |K5 V        |  8.68| 1.18| 7.57|07 03 50.2|-43 33 43
Gl 264.1|G3 V        |  5.55| 0.64| 4.65|07 03 57.1|-43 36 32
Gl 264.1|K0 V        |  6.79| 0.80| 5.89|07 03 57.1|-43 36 32
Gl 265  |M0 Ve       | 10.22| 1.32| 9.10|07 05 42.0|+27 28 12
NN 3425 |dM0         | 11.18| 1.51| 9.92|07 07 50.2|+67 12 03
NN 3426 |m           | 13.40|     |12.46|07 07 37.6|+48 41 13
NN 3427 |m           | 12.54|     |10.76|07 09 32.6|+69 51 04
Gl 266  |dM0         |  9.84| 1.29| 7.96|07 07 09.6|+03 26 48
Wo 9224 |k           | 10.54| 1.17| 7.44|07 06 12.3|-47 35 26
NN 3428 |K3          |  8.32| 0.93| 6.33|07 08 03.9|+29 50 04
NN 3429 |M0          | 11.36| 1.49| 9.42|07 08 39.8|+30 42 47
Gl 268  |M4.5 Ve     | 11.49| 1.71|12.57|07 10 01.6|+38 31 49
NN 3430 |sdM6        | 14.67| 1.65|12.76|07 10 13.1|+37 40 09
NN 3431 |DQ8         | 15.68| 0.30|13.77|07 10 14.1|+37 40 09
NN 3432 |M0          | 11.29| 1.48| 9.60|07 12 11.6|+52 16 29
NN 3433 |K5          |  9.94| 1.35| 8.16|07 10 49.8|-14 26 16
NN 3434 |K2 III      |  5.12| 1.26| 3.20|07 10 47.6|-48 55 58
Gl 268.1|F0 IV       |  4.48| 0.32| 2.80|07 12 33.6|-46 45 34
GJ 1095 |G0 V        |  5.64| 0.58| 4.46|07 15 50.5|+47 14 27
Gl 268.2|K5 V        |  9.10| 1.25| 7.69|07 13 07.5|-63 20 40
GJ 1096 |m+          | 14.48| 1.75|13.61|07 16 17.6|+33 09 07
Gl 268.3|dM0         | 10.85| 1.54|11.35|07 16 20.1|+27 08 27
NN 3435 |DA4         | 12.00|     |11.60|07 17 36.4|+58 24 20
NN 3436 |G2 V        |  7.75| 0.61| 5.93|07 15 50.4|-13 03 00
Wo 9228 |A3 V        |  5.44| 0.08| 2.10|07 16 15.0|-15 35 05
Gl 268.4|G3 V        |  9.09| 0.66| 7.40|07 15 56.7|-41 01 48
NN 3437 |m           | 12.80| 1.56|11.14|07 17 30.0|+19 34 15
NN 3438 |M0.5        | 10.33| 1.51| 9.43|07 18 08.3|+39 16 30
Gl 268.5|K5          | 12.11| 1.43| 8.50|07 17 28.5|-14 00 14
Wo 9231 |A3 V        |  3.58| 0.11| 1.89|07 18 05.4|+16 32 23
Wo 9231 |            | 10.00|     | 8.00|07 18 05.4|+16 32 23
Gl 269  |K1 V        |  7.15| 0.99| 6.71|07 17 29.1|-46 58 43
Gl 269  |K4 V        |  7.90|     | 7.50|07 17 29.1|-46 58 43
Gl 270  |dM1.5       | 10.07| 1.44| 8.97|07 19 31.3|+32 49 51
Gl 271  |F1 IV-V     |  3.53| 0.34| 2.51|07 20 07.1|+21 58 58
Gl 271  |K3 V        |  8.20|     | 7.20|07 20 07.1|+21 58 58
NN 3439 |k-m         | 13.34| 1.50|11.46|07 22 42.4|+30 40 13
Gl 272  |dM2         | 10.53| 1.46| 9.37|07 23 15.1|+46 05 18
GJ 2057 |K2          |  8.20| 0.94| 6.37|07 23 47.5|+12 57 52
NN 3440 |m           | 11.75|     | 9.97|07 15 32.4|-82 59 51
NN 3441 |m           | 11.23| 1.49| 9.79|07 27 29.1|+22 02 39
Gl 273  |M3.5        |  9.85| 1.56|11.96|07 27 24.4|+05 13 29
Gl 273.1|dK8         |  7.74| 0.94| 6.16|07 29 02.2|+31 59 37
Gl 274  |F0 V        |  4.18| 0.32| 3.04|07 29 06.8|+31 47 01
Gl 274  |            | 12.50|     |11.40|07 29 06.8|+31 47 01
NN 3442 |k-m         | 13.65|     |13.32|07 28 12.8|-18 47 42
Wo 9234 |F6 V        |  5.36| 0.45| 3.58|07 29 56.4|+49 40 22
Gl 275  |G5 IV-V     |  6.73| 0.70| 5.50|07 27 25.6|-51 24 11
GJ 1097 |M3          | 11.43| 1.50|11.22|07 28 45.8|-03 18 06
Gl 275.1|dM0         | 10.89| 1.43| 9.59|07 32 02.2|+68 37 15
NN 3443 |F8 V        |  5.86| 0.48| 3.87|07 29 25.8|-07 33 04
Gl 275.2|sdM5        | 13.56| 1.71|13.25|07 30 43.9|+48 12 01
Gl 275.2|DC          | 14.63| 0.99|14.32|07 30 47.9|+48 10 25
NN 3444 |M6  :       | 17.40|     |16.10|07 32 00.5|+57 54 51
Gl 276  |dK8         |  8.98| 1.10| 7.27|07 31 08.1|+14 36 53
NN 3445 |m           | 13.08|     |11.25|07 31 56.9|+39 13 35
Gl 277  |dM3.5e      | 10.58| 1.47|10.18|07 31 57.6|+36 13 10
Gl 277  |dM4.5e      | 11.78| 1.52|11.38|07 31 56.6|+36 13 46
GJ 1098 |DC9         | 16.38| 0.91|15.08|07 33 30.7|+64 09 25
NN 3446 |G4 V        |  6.64| 0.63| 4.86|07 30 42.4|-37 20 21
NN 3447 |dM0         | 11.02| 1.38| 9.05|07 32 03.2|+17 19 09
NN 3448 |m           | 12.95|     |10.98|07 32 02.2|+17 19 09
NN 3449 |F9 V        |  5.90| 0.54| 4.21|07 32 05.9|-08 52 53
NN 3450 |            |  8.60|     | 6.90|07 32 05.9|-08 52 53
Gl 277.1|dM0         | 10.49| 1.55| 9.73|07 34 28.3|+62 56 31
NN 3451 |m           | 16.46| 1.60|14.51|07 33 52.5|+22 23 33
NN 3452 |dM0         | 11.29| 1.55|10.55|07 35 12.5|+54 51 26
Gl 278  |A1 V        |  1.94| 0.04| 1.11|07 34 36.3|+31 53 19
Gl 278  |A m         |  2.85|     | 2.02|07 34 36.3|+31 53 19
Gl 278  |M0.5Ve      |  9.07| 1.49| 8.24|07 34 37.2|+31 52 07
NN 3453 |k           | 11.53| 1.50|10.20|07 34 38.7|+22 20 13
GJ 1099 |m           | 11.93| 1.47|11.10|07 34 18.0|+00 59 05
Gl 279  |F6 IV       |  4.45| 0.51| 2.86|07 34 03.5|-22 17 45
Wo 9237 |G0          |  7.16| 0.57| 4.40|07 36 01.5|-03 09 08
NN 3454 |m           | 13.22|     |14.27|07 36 25.1|+07 04 44
Wo 9238 |M3          | 13.85| 1.47|11.84|07 37 57.1|+28 16 43
NN 3455 |m           | 12.45|     |11.41|07 36 10.1|-51 54 53
NN 3456 |m           | 12.80|     |11.21|07 49 19.4|+84 58 30
NN 3457 |m           | 11.83| 1.46| 8.94|07 39 35.4|+33 27 50
NN 3458 |m+          | 18.00|     |15.00|07 39 36.4|+33 27 56
NN 3459 |m           | 11.70|     |11.20|07 38 40.8|-21 13 25
Gl 280  |F5 IV-V     |  0.38| 0.42| 2.66|07 39 18.0|+05 13 31
Gl 280  |DA          | 10.70|     |13.00|07 39 18.0|+05 13 31
Gl 281  |dM0         |  9.61| 1.44| 8.84|07 39 23.7|+02 11 04
Gl 282  |K2 Ve       |  7.20| 0.96| 6.55|07 39 59.2|-03 35 55
Gl 282  |K5          |  8.94| 1.33| 8.29|07 40 03.2|-03 36 12
NN 3460 |dK8         |  9.73| 1.19| 7.51|07 41 44.7|+49 13 21
Gl 283  |DZQ6        | 13.00| 0.24|13.25|07 40 20.7|-17 24 52
Gl 283  |m           | 16.42| 1.83|16.67|07 40 20.7|-17 24 52
NN 3461 |m           | 12.71|     |11.12|07 41 53.2|+05 02 26
NN 3462 |k-m         | 11.34| 1.40| 9.79|07 43 11.4|+18 10 43
Gl 284  |G6 IV       |  5.06| 0.77| 3.73|07 42 56.8|-45 10 22
Gl 285  |dM4.5e      | 11.20| 1.60|12.24|07 44 40.2|+03 33 09
Gl 285.1|dG5         |  7.09| 0.66| 5.10|07 47 30.9|+70 12 24
Gl 286  |K0 IIIb     |  1.14| 1.00| 1.15|07 45 19.4|+28 01 33
Gl 287  |dM0         | 10.20| 1.37| 8.37|07 45 01.2|+02 08 13
Gl 288  |G0 V        |  5.36| 0.59| 4.34|07 45 35.0|-34 10 22
Gl 288  |m           | 16.59| 1.20|15.57|07 45 43.2|-33 55 15
GJ 1100 |M1          | 11.50| 1.41| 9.85|07 47 05.4|-13 56 27
GJ 1101 |m           | 13.09| 1.68|12.61|07 55 57.0|+83 23 05
Gl 289  |M2          | 11.46| 1.52|10.58|07 48 16.1|+20 22 05
GJ 1102 |DC9         | 16.69| 1.10|15.53|07 50 15.0|+07 11 35
GJ 1102 |DC9         | 16.98| 1.30|15.82|07 50 14.0|+07 11 47
Gl 290  |G8 V        |  6.56| 0.73| 5.47|07 56 17.1|+80 15 55
Wo 9242 |G5 V        |  7.50| 0.68| 5.09|07 49 26.6|-59 22 50
NN 3463 |m           | 14.75| 1.82|13.74|07 51 51.9|+05 32 55
GJ 1103 |m           | 13.50| 1.68|13.78|07 51 54.7|-00 00 15
GJ 1103 |m           | 15.00|     |15.30|07 51 55.7|-00 00 09
Gl 291  |F9 V        |  5.72| 0.57| 4.71|07 51 45.9|-13 53 50
Gl 291  |G4 V        |  6.17| 0.65| 5.16|07 51 45.9|-13 53 50
Gl 291.1|K2          | 10.06| 1.22| 8.40|07 51 03.9|-50 18 18
NN 3464 |K4          |  8.60| 1.04| 6.91|07 52 47.7|+25 55 35
NN 3465 |m           | 13.56|     |11.57|07 52 33.5|+06 18 26
GJ 1104 |G2 VI       |  8.30| 0.61| 6.52|07 53 33.5|+30 36 20
Gl 292  |F5 V        |  5.05| 0.44| 4.27|07 52 16.1|-34 42 18
Gl 292  |K3          |  8.60|     | 7.80|07 52 16.1|-34 42 18
Gl 292.1|dK6         |  7.78| 0.95| 5.53|07 54 53.7|+19 14 12
Gl 292.2|G8 V        |  7.43| 0.73| 5.60|07 54 34.4|-01 24 46
NN 3466 |M4          | 13.38|     |12.90|07 54 53.9|-29 20 57
Gl 293  |DQ9         | 14.08| 0.66|14.88|07 53 14.6|-67 47 32
GJ 1105 |k           | 12.00| 1.63|12.46|07 58 13.0|+41 18 14
Gl 293.1|K5 V        |  8.06| 1.04| 6.68|07 57 57.4|-00 48 50
Gl 293.1|            | 13.30|     |11.90|07 57 57.4|-00 48 50
NN 3467 |m           | 13.77|     |13.00|07 58 09.1|+07 17 02
NN 3468 |m           | 14.24|     |12.65|07 58 30.7|+15 30 16
NN 3469 |m           | 15.09|     |13.50|07 58 29.7|+15 30 04
GJ 1106 |K5 V        |  8.84| 1.16| 7.46|07 57 48.9|-33 57 06
Gl 293.2|K3 V        |  8.42| 1.05| 6.97|07 58 04.2|-25 37 34
NN 3470 |m           | 12.33|     |10.50|07 59 06.2|+15 23 27
NN 3471 |K0 V        |  7.70| 0.82| 5.82|07 59 33.6|+20 50 36
Wo 9247 |G6 V        |  7.95| 0.74| 6.06|07 58 36.7|-34 56 45
NN 3472 |K0/1 V      |  7.00| 0.98| 6.62|07 58 38.2|-37 01 16
Gl 294  |G2 V        |  5.60| 0.57| 4.60|07 57 47.4|-60 18 11
Gl 294  |k           |  9.88| 1.34| 8.88|07 57 55.4|-60 17 54
Gl 294  |            | 13.50|     |12.50|07 57 55.4|-60 17 54
Gl 295  |G8 V        |  7.00| 0.71| 5.56|08 00 32.7|+29 12 44
Gl 295.1|K5  e       | 10.36| 1.26| 7.82|08 00 15.8|+13 47 50
Gl 296  |K7 V        |  9.66| 1.34| 8.28|08 00 02.4|-40 02 22
NN 3473 |k-m         | 13.70|     |11.80|08 02 22.8|+03 20 23
NN 3474 |m+          | 17.00|     |15.00|08 02 20.8|+03 19 47
NN 3475 |K5          |  9.83| 1.27| 8.00|08 04 22.9|+43 57 41
NN 3476 |K1 V        |  7.14| 0.94| 6.33|08 02 31.7|-66 01 18
GJ 1107 |dM0  p      | 10.14| 1.35| 8.82|08 05 42.2|+34 04 36
NN 3477 |M0          | 11.48| 1.49|10.10|08 06 36.2|+55 53 40
NN 3478 |M0          | 10.21| 1.46| 9.03|08 05 59.1|+26 16 52
NN 3479 |m           | 12.95|     |11.61|08 06 49.0|+36 45 37
NN 3480 |m           | 12.69|     |11.18|08 08 11.9|+58 30 43
Wo 9251 |dK8         | 10.45| 1.24| 7.61|08 07 09.2|+07 22 58
Wo 9251 |K8          | 10.86|     | 8.02|08 07 09.2|+07 22 59
Gl 296.1|G4 IV-V     |  6.80| 0.60| 5.36|08 07 01.0|-29 24 13
Gl 296.2|F8 V        |  6.57| 0.58| 4.41|08 10 20.4|+69 43 28
NN 3481 |K5          |  9.80| 1.38| 8.70|08 08 12.7|+21 06 14
NN 3482 |m           | 11.00|     | 9.90|08 08 12.5|+21 06 09
GJ 1108 |dM0.5e      | 10.05| 1.35| 8.87|08 08 56.2|+32 49 13
GJ 1108 |dM3  e      | 12.12| 1.53|10.94|08 08 55.4|+32 49 06
NN 3483 |DQ5         | 13.92| 0.05|12.09|08 06 51.7|-66 18 01
NN 3484 |m           | 11.81| 1.53|10.30|08 09 31.4|+21 54 17
Gl 297.1|F5 V        |  4.76| 0.43| 3.38|08 09 00.6|-61 18 08
NN 3485 |m           | 13.51|     |12.21|08 10 54.1|+03 58 34
Gl 297.2|F7 V        |  5.54| 0.49| 3.98|08 10 40.1|-13 48 00
Gl 297.2|M3          | 11.82| 1.51|10.26|08 10 34.1|-13 48 48
Wo 9256 |G4 V        |  6.81| 0.69| 5.01|08 11 38.8|+32 27 23
Gl 298  |m           | 11.77| 1.50|10.93|08 09 58.2|-52 58 07
Gl 299  |dM5         | 12.83| 1.77|13.68|08 11 57.4|+08 46 27
NN 3486 |m           | 12.55|     |10.82|08 04 37.4|-83 13 36
Wo 9258 |K0          |  7.93| 0.90| 6.20|08 12 52.2|-07 12 14
Gl 300  |M4          | 12.10| 1.60|13.25|08 12 40.8|-21 33 10
Gl 301  |M0 V        |  9.74| 1.41| 8.43|08 13 09.1|-13 55 01
Gl 301  |            | 10.70|     | 9.40|08 13 09.1|-13 55 01
Wo 9259 |G8 (IV)     |  9.39| 0.82| 7.50|08 12 56.9|-40 32 14
NN 3487 |G5          |  7.32|     | 6.84|08 14 31.8|+10 11 20
NN 3488 |K4          |  8.85| 1.20| 7.47|08 14 36.3|+13 01 24
GJ 2066 |m           | 10.10| 1.53|10.38|08 16 07.9|+01 18 10
NN 3489 |G8/K0 V     |  7.20| 0.94| 6.50|08 16 12.7|-35 52 58
NN 3490 |            | 11.00|     |10.30|08 16 12.7|-35 52 58
NN 3491 |k           | 11.22| 1.49|10.10|08 17 52.0|+31 07 50
NN 3492 |k-m         | 11.85|     |10.85|08 13 35.7|-76 08 45
Gl 301.1|K4 V        |  8.85| 1.14| 7.18|08 18 10.4|+30 36 02
Gl 302  |G7.5 V      |  5.97| 0.76| 5.47|08 18 23.4|-12 37 56
NN 3493 |K3 V        |  9.84| 1.13| 8.28|08 18 45.0|-15 12 10
GJ 1109 |A7 III      |  4.45| 0.22| 3.18|08 18 33.4|-36 39 34
Gl 303  |F6 V        |  5.14| 0.47| 4.16|08 20 04.1|+27 13 06
NN 3494 |K5          |  9.82| 1.29| 8.04|08 20 55.3|+14 04 14
Gl 304  |G6 V        |  7.17| 0.71| 6.04|08 21 28.6|-39 42 20
NN 3495 |G5          |  8.11|     | 6.77|08 22 57.3|+31 35 08
Gl 305  |F6 IV       |  4.07| 0.40| 2.86|08 18 31.7|-76 55 09
NN 3496 |m           | 13.42| 1.62|11.59|08 32 09.9|+84 24 20
Gl 305.1|dM0  e      |  9.54| 1.18| 7.60|08 23 30.6|+21 50 59
NN 3497 |dM5.2       | 15.67| 2.09|15.18|08 25 50.1|+69 02 11
NN 3498 |K3          | 10.05| 1.06| 7.04|08 25 11.5|+32 36 32
Gl 306  |F3 V        |  5.61| 0.46| 4.31|08 24 34.6|-03 45 06
Gl 306.1|G4 V        |  7.81| 0.67| 5.20|08 25 49.4|-29 55 49
Gl 307.1|G5 V        |  6.32| 0.62| 4.81|08 27 36.8|+45 39 11
NN 3499 |K2 III      |  3.76| 1.13| 1.80|08 25 44.3|-66 08 14
Gl 308  |M0 V        | 11.48| 1.55| 9.14|08 28 22.1|+35 00 56
Gl 308  |            | 11.56|     | 9.22|08 28 22.1|+35 00 56
GJ 1110 |g-k         | 13.08| 1.48|11.34|08 28 12.6|+20 08 25
Gl 308.1|dM0         | 10.33| 1.37| 8.60|08 29 55.8|+61 43 34
NN 3500 |M3          | 11.85|     |11.55|08 27 19.5|-44 59 12
GJ 1111 |M6.5        | 14.81| 2.06|17.01|08 29 49.5|+26 46 38
GJ 1112 |DA7         | 15.72| 0.30|14.01|08 30 39.4|+32 41 51
GJ 2069 |M5  e       | 11.89|     |12.17|08 31 37.6|+19 23 43
GJ 2069 |            | 13.32|     |13.60|08 31 37.6|+19 23 55
NN 3501 |M1.5        | 11.21| 1.41| 9.66|08 31 21.8|-06 02 03
NN 3502 |M3          | 12.36| 1.47|10.81|08 31 26.8|-06 02 15
NN 3503 |m           | 15.00|     |14.10|08 31 23.0|-10 29 56
NN 3504 |m           | 18.44|     |16.97|08 32 30.9|-01 34 38
Gl 308.3|m           | 10.80| 1.21| 7.61|08 31 56.6|-50 11 22
NN 3505 |m           | 14.75|     |13.16|08 33 25.2|+18 31 42
Gl 309  |K0 V        |  6.39| 0.78| 5.97|08 32 51.2|-31 30 03
NN 3506 |M3          | 11.67| 1.57|11.08|08 35 49.1|+68 04 02
Wo 9269 |K1(IV)+G    |  7.21| 0.74| 5.20|08 33 46.1|-23 21 16
GJ 2070 |M3.5        | 12.73| 1.62|11.80|08 34 26.4|-01 08 42
Gl 310  |dM1         |  9.30| 1.42| 8.44|08 36 24.9|+67 17 44
NN 3507 |G5          |  7.32|     | 5.68|08 34 31.5|-00 43 33
Gl 310.1|F8 V        |  5.99| 0.52| 4.19|08 35 51.4|+06 37 11
Gl 310.1|G5 IV-V     |  7.25| 0.71| 5.45|08 35 51.4|+06 37 22
NN 3508 |k           | 11.80|     |10.90|08 37 07.5|+15 07 46
Gl 311  |G1 V        |  5.64| 0.62| 4.93|08 39 12.0|+65 01 12
Wo 9273 |G0          |  6.75| 0.66| 5.02|08 37 50.7|-06 48 25
Gl 312  |G4 IV-V     |  6.54| 0.60| 5.40|08 37 19.8|-40 08 49
NN 3509 |m           | 14.68| 1.68|12.77|08 41 02.6|+67 39 23
Gl 314  |G3 V        |  5.28| 0.73| 4.29|08 39 08.5|-22 39 40
Gl 314  |K0 V        |  6.80|     | 5.80|08 39 08.5|-22 39 40
Gl 315  |K1 V        |  7.64| 0.82| 6.17|08 39 50.9|+11 31 20
NN 3510 |m+          | 12.93| 1.58|10.94|08 39 48.3|+08 56 20
NN 3511 |m+          | 12.96|     |10.97|08 39 48.3|+08 56 20
GJ 1113 |K2 V        |  9.32| 1.08| 8.31|08 40 36.2|+43 06 52
NN 3512 |m           | 15.05| 1.93|15.05|08 41 20.4|+59 29 50
Gl 316  |dM0         |  9.90| 1.39| 8.48|08 40 00.4|-06 28 28
Gl 316.1|m           | 17.68| 2.02|16.70|08 40 30.1|+18 23 56
Gl 317  |m           | 11.98| 1.52|11.68|08 40 58.9|-23 27 22
Gl 318  |DA6         | 11.88| 0.22|12.13|08 41 32.6|-32 56 33
Gl 318.1|M1.5:       | 14.11| 1.63|12.48|08 43 19.9|+44 29 36
Gl 319  |M0   J      |  9.70| 1.41| 8.82|08 42 45.1|+09 33 21
Gl 319  |            | 13.10|     |12.20|08 42 45.1|+09 33 21
Gl 319  |M3.5        | 11.79| 1.54|10.91|08 42 52.1|+09 33 09
Gl 319.1|K1 V        |  8.12| 0.90| 6.24|08 42 07.3|-42 55 47
Gl 319.1|M1 :        | 12.68| 1.52|10.80|08 42 07.1|-42 56 29
Gl 320  |K1 V        |  6.56| 0.93| 6.47|08 43 17.7|-38 52 59
Gl 321  |K3 V        |  8.58| 0.94| 7.33|08 45 10.6|+41 40 20
NN 3513 |m           | 14.00|     |12.30|08 44 22.6|-10 24 15
Gl 321.1|G5 III      |  4.06| 0.87| 2.50|08 44 24.3|-42 38 55
Gl 321.2|G5 V        |  7.21| 0.74| 5.22|08 44 45.5|-42 38 06
Gl 321.3|A0 V        |  2.02| 0.04| 0.51|08 44 41.9|-54 42 31
Gl 321.3|            |  5.00|     | 3.50|08 44 41.9|-54 42 31
Gl 321.3|            | 11.00|     | 9.50|08 44 48.9|-54 41 56
Gl 321.3|            | 13.50|     |12.00|08 44 48.9|-54 41 56
NN 3514 |m           | 15.17| 1.82|14.10|08 48 29.5|+61 09 03
NN 3515 |m           | 15.40| 1.78|13.70|08 50 51.0|+52 53 47
Gl 322  |dM0         |  9.28| 1.34| 8.07|08 52 00.4|+66 07 55
NN 3516 |G0          |  7.60|     | 5.77|08 51 00.0|+34 49 25
Gl 323  |dM0  pJ     |  9.77| 1.36| 8.43|08 50 42.4|+07 51 51
Gl 323  |            |  9.90|     | 8.60|08 50 42.4|+07 51 51
GJ 1114 |M2          | 11.54| 1.48|10.47|08 51 43.8|+18 07 33
Gl 324  |G8 V        |  5.95| 0.86| 5.37|08 52 35.5|+28 19 52
Gl 324  |M3.5        | 13.14| 1.64|12.56|08 52 40.4|+28 18 57
GJ 1115 |dM0         |  9.30| 1.14| 7.57|08 53 47.5|+35 13 21
Gl 325  |K5 V        |  8.70| 1.39| 8.43|08 55 24.5|+70 47 40
Gl 325  |K6 V        |  8.90|     | 8.60|08 55 24.3|+70 47 38
NN 3517 |m           | 18.80|     |19.14|08 53 36.0|-03 29 28
Gl 326  |M6   J      | 12.52| 1.61|11.70|08 54 05.6|-13 07 29
Gl 326  |            | 12.80|     |12.00|08 54 05.6|-13 07 29
Gl 327  |G3 V        |  6.00| 0.67| 5.74|08 54 17.8|-05 26 01
Gl 328  |dM1         |  9.99| 1.40| 9.03|08 55 07.3|+01 32 44
Gl 329  |K2/3 III    |  8.66| 1.00| 7.73|08 54 57.6|-24 23 41
NN 3518 |m           | 14.00|     |13.60|08 55 20.3|-23 52 16
NN 3519 |F6 V        |  5.71| 0.48| 3.77|08 55 12.2|-54 57 54
Gl 330  |dM5         | 10.60| 1.53| 9.68|08 57 04.6|+11 38 50
NN 3520 |m           | 14.32| 1.70|13.63|08 59 59.8|+72 57 43
NN 3521 |m           | 14.50|     |12.60|08 55 17.2|-71 35 33
GJ 1116 |m           | 14.06| 1.84|15.47|08 58 14.9|+19 45 44
GJ 1116 |m           | 14.92| 1.93|16.33|08 58 14.9|+19 45 50
Gl 330.1|dK5         |  9.26| 1.11| 7.22|08 58 38.1|+20 32 47
Gl 331  |A7 IV       |  3.14| 0.19| 2.41|08 59 12.8|+48 02 32
Gl 331  |dM1   J     | 10.80|     |10.10|08 59 12.8|+48 02 32
Gl 331  |            | 11.00|     |10.30|08 59 12.8|+48 02 32
GJ 1117 |DQ6         | 15.18| 0.01|13.64|08 59 14.5|+32 57 07
NN 3522 |k           | 10.89| 1.67|12.64|08 58 56.1|+08 28 27
NN 3523 |F6 V        |  5.83| 0.53| 4.72|08 58 43.9|-16 08 01
GJ 1118 |k-m         | 13.80| 1.64|12.76|08 59 05.7|-31 13 19
GJ 1119 |m           | 13.32| 1.72|13.24|09 00 32.8|+46 35 06
Gl 332  |F3 V        |  4.11| 0.37| 3.22|09 00 38.3|+41 46 56
Gl 332  |G5 V        |  6.18| 0.65| 5.29|09 00 38.3|+41 46 56
NN 3524 |k-m         | 14.13| 1.70|12.66|09 00 52.1|+48 25 19
NN 3525 |G5 V        |  6.87| 0.69| 5.18|08 59 42.6|-27 48 59
Gl 333  |M3          | 12.19| 1.56|11.50|08 59 31.7|-47 26 10
Gl 333.2|dM4         | 12.34| 1.45|10.46|09 00 48.4|+05 14 39
Gl 333.2|dM4         | 12.68| 1.47|10.80|09 00 50.4|+05 14 27
Gl 333.1|F3 V        |  5.16| 0.42| 3.78|08 59 24.6|-59 05 01
NN 3526 |m           | 12.65|     |12.61|09 02 52.2|+68 03 40
GJ 1120 |K5          |  9.43| 1.30| 8.13|09 01 17.3|+15 15 56
GJ 1120 |K5          |  9.49|     | 8.19|09 01 17.3|+15 15 47
NN 3527 |k           | 11.82| 1.50|10.30|09 01 10.2|+01 56 32
NN 3528 |k           | 11.75| 1.45|10.64|09 02 19.8|+08 28 06
NN 3529 |DC9         | 16.97|     |15.03|09 05 31.7|+73 14 46
Gl 333.3|A5 V        |  4.01| 0.14| 2.50|09 02 27.1|-66 23 48
NN 3530 |m           | 11.61|     |10.27|09 05 04.1|+02 50 02
NN 3531 |m           | 13.31|     |11.80|09 06 14.5|+12 51 31
Gl 334  |dM0         |  9.51| 1.42| 8.86|09 06 45.7|-08 48 24
NN 3532 |m           | 12.96|     |11.13|09 08 46.5|+66 35 32
NN 3533 |k-m         | 14.30|     |13.90|09 07 03.0|-22 08 51
NN 3534 |A m         |  4.48| 0.27| 2.75|09 08 51.9|+51 36 18
